Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,63,66,68,67,64,62,64,66,66,72,72,70,66,69,..
Afghanistan,AFG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.42,0.43,0.45,0.47,0.46,0.46,0.44,0.45,0.42,0.4,0.38,0.34,0.36,..,..
Burkina Faso,BFA,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,56,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,65.9,..,..,..,..,79.8,..,..,..,..,..,..,..,..
Burkina Faso,BFA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,0.126,..,0.127,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.08159161,5.23958349,4.64868164,4.60267258,5.56331587,5.00027227,5.13192415,5.96067238,6.02490044,5.0057807,5.31868935,6.50193262,6.37691164,..,..
Burkina Faso,BFA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,30.68659401,32.8663559,33.8243866,33.78236771,42.40937042,38.37065506,32.44025803,39.64500427,43.07155609,39.00283813,41.07073212,54.17696762,56.95098114,..,..
Burkina Faso,BFA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,32.30834961,24.93154144,28.9587841,23.12789345,28.98208809,32.53527451,28.37508011,40.0837326,43.30178452,42.50740814,41.813591,43.45897293,42.81739426,..,..
Burkina Faso,BFA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,36.71234512,33.64440918,38.41626358,38.6616478,41.50682831,43.8604393,46.95412827,36.43960953,38.70117188,42.30843353,42.38819504,38.38487625,39.09840012,..,..
Burkina Faso,BFA,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,30.97930145,41.42404938,32.62495041,38.21045685,29.5110836,23.60428619,24.67079163,23.47665787,17.99704552,15.18416309,15.79821396,18.15622139,18.08420944,..,..
Burkina Faso,BFA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,31.44069099,30.16873169,32.88170242,32.38356781,33.53733063,34.07847595,36.02980042,31.38309479,31.67767906,35.83074951,34.69356155,34.64083481,34.64732361,..,..
Burkina Faso,BFA,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,1.02,..,..,..,..,2.02,..,..,..,2.22,..,..,..,..,..
Burkina Faso,BFA,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,0.83,..,..,..,..,0.93,..,..,..,2.35,..,..,..,..,..
Burkina Faso,BFA,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,3.52,..,..,..,..,3.13,..,..,..,8.37,..,..,..,..,..
Burkina Faso,BFA,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,20.3,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,92,91,91,90,88,91,91,91,91,91,91,91,91,91,..
Burkina Faso,BFA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,0.4,..,..,..,..,..,..,..,..,..,0.2,..,..,..
Burundi,BDI,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,54.7,..,54.1,..,..,..,..,58.5,..,..,..,..,..,..
Burundi,BDI,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,60.3,..,78.4,..,..,..,77.6,79.1,86.2,98.6,87.4,76.5,..,..
Burundi,BDI,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.23238468,11.28196716,10.06996346,8.63756466,8.62834644,7.21081543,6.29022646,7.06148243,6.95275736,7.29396152,9.05010796,10.71837234,9.10190964,..,..
Burundi,BDI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,18.82117844,25.12049484,23.81056213,20.57489777,20.8417263,18.59082222,18.2036705,19.16795921,19.77140808,19.27294159,22.95755196,27.07072449,24.26920891,..,..
Burundi,BDI,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,22.53801346,17.59703827,34.46959686,30.9056015,17.85822868,38.64748383,38.46514511,31.66303062,28.96152306,28.20852852,25.13971901,20.14390373,24.47496986,..,..
Burundi,BDI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,36.98011017,29.39211464,27.25948143,24.78526688,22.82637978,33.33250427,33.53721619,30.43211365,31.09771919,28.72589684,23.52999687,23.26885605,28.80387688,..,..
Burundi,BDI,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,40.48187637,53.010849,38.2709198,44.30913162,59.31538773,28.02001381,27.99764252,37.90485764,39.94075775,43.06557465,51.33028793,56.58723831,46.72115326,..,..
Burundi,BDI,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,35.45698547,28.18636131,25.47524261,22.40234756,20.86187553,31.00106621,31.20963097,28.36751747,28.99659729,27.11566162,22.21640587,20.45733452,25.36169243,..,..
Burundi,BDI,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,..,..,..,..,1.4,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,..,..,..,..,0.58,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,..,..,..,..,3.29,..,..,..,..,..,..,4.77,..,..,..
Burundi,BDI,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,49,..,..,..,..,..,..,40.3,..,..,..,..,..,..
Burundi,BDI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,94,96,96,96,96,95,94,94,91,90,93,93,94,91,..
Burundi,BDI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,1.02,0.73,0.71,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,29.8,..,..,..,..,..,..,..,..,34.7,..,..,..,..
Central African Republic,CAF,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,43.7,40,..,..,..,..,..,..,..,..,40.3,..,..,..,..
Central African Republic,CAF,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,0.393,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.81901121,3.56699872,3.67561865,3.91814446,4.76660204,4.56557369,5.03434181,5.44402313,6.66541576,10.99657822,7.76124763,8.98538017,9.06853294,..,..
Central African Republic,CAF,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,21.82637405,16.40023994,18.9371357,20.60425186,16.78926849,18.02748299,17.71483231,20.25914001,27.64416504,49.17564392,33.9444313,40.11012268,42.92785645,..,..
Central African Republic,CAF,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,15.19034481,16.17175674,11.30035496,15.89074802,20.62112236,15.57443905,9.05484867,11.0127058,10.93435097,6.26232672,10.55165577,13.59413528,13.94029903,..,..
Central African Republic,CAF,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,50.45884323,60.92179489,59.82344055,59.12965393,46.24708557,47.39440155,49.54203415,56.16417313,57.60929489,42.36107635,61.55038834,50.50315857,49.78483582,..,..
Central African Republic,CAF,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,34.35081482,22.90645218,28.87620544,24.979599,33.13179016,37.03115845,41.40312195,32.82312393,31.45635605,51.37660217,27.89796257,35.90270233,36.27486038,..,..
Central African Republic,CAF,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,49.31325912,59.52026749,58.58395386,58.08099365,45.23834229,46.46343231,48.77671814,55.20955658,56.41589355,41.67272949,60.55822754,49.67550659,48.96758652,..,..
Central African Republic,CAF,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,42,45,47,47,23,45,43,42,42,42,42,42,42,42,..
Central African Republic,CAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,26.1,..,..,..,..,25.8,..,..,..,17.6,..,..,..,..
Chad,TCD,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,16.6,..,..,..,..,24.3,..,..,..,47.2,..,..,..,..
Chad,TCD,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.44166946,4.06023312,3.91046357,3.8560791,4.06645298,4.27316904,4.52395248,4.73396969,4.64740467,4.56768799,4.59277868,5.53655243,5.19022274,..,..
Chad,TCD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,36.02885056,36.498703,38.68487549,37.49700546,39.97917175,43.6758728,35.03440857,33.10380936,31.06099701,32.30886459,31.30481529,35.72977829,35.63117981,..,..
Chad,TCD,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,20.85106277,20.98161697,21.09589958,24.55139542,28.24672318,28.53781509,21.26423645,17.37352562,14.97930717,14.23211384,15.21876431,16.75219917,17.29240417,..,..
Chad,TCD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,71.02245331,73.07261658,66.15233612,64.61224365,63.75331116,60.58203506,61.67253494,59.95672989,65.10282898,66.42906189,65.69302368,62.42750168,60.64839172,..,..
Chad,TCD,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,8.12647724,5.94576263,12.75176048,10.83635712,7.99996519,10.88014603,17.0632267,22.66974258,19.91786766,19.3388176,19.08821869,20.82029724,22.05920601,..,..
Chad,TCD,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,65.01296997,67.58454132,60.77016068,59.42821884,58.6379509,55.72120285,56.72420502,55.14606857,59.87926483,64.376091,63.66061783,60.54256439,58.78679276,..,..
Chad,TCD,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,..,..,1.62,..,..,..,..,..,..,2.68,..,..,..,..,..
Chad,TCD,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,..,..,1.89,..,..,..,..,..,..,1.61,..,..,..,..,..
Chad,TCD,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,..,..,8.69,..,..,..,..,..,..,9.3,..,..,..,..,..
Chad,TCD,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,27.1,..,..,..,..,..,..,..,..
Chad,TCD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,25,39,33,40,39,36,42,41,41,46,50,52,58,60,..
Chad,TCD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,0.49,..,0.45,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,40.3,..,..,..,41.6,..,..,..,34.2,..,..,..,..,..
"Congo, Dem. Rep.",COD,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,74.1,..,..,..,80.1,..,..,..,85.2,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.51133156,3.72224283,3.19435549,3.2215035,3.34057522,3.72520614,3.74785447,4.20027828,4.00057793,3.24127173,3.508039,4.05092573,3.7859261,..,..
"Congo, Dem. Rep.",COD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,13.18276978,12.53950882,12.27988434,13.62572193,15.86667633,18.79024887,19.13417244,19.91032028,18.74936485,17.87852287,19.85771751,21.25385666,22.32123756,..,..
"Congo, Dem. Rep.",COD,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,6.8586936,10.30625916,10.8527813,16.13481903,13.97492123,13.8438139,16.67854881,12.62530518,9.94900703,15.07837677,15.81804085,16.06189919,16.76400948,..,..
"Congo, Dem. Rep.",COD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,52.0141716,44.92355728,44.10102844,46.22848511,45.87931061,45.96086121,44.05062103,44.14630508,47.57791901,49.70476913,45.35539246,46.45769119,45.7287941,..,..
"Congo, Dem. Rep.",COD,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,41.12713242,44.77018356,45.04618835,37.63668823,40.14576721,40.19532776,39.27082825,43.22838593,42.47307205,35.21685028,38.82657242,37.48040771,37.50719833,..,..
"Congo, Dem. Rep.",COD,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,45.41014099,37.0503006,38.82409668,40.27502823,39.43297195,38.71640778,37.42670822,37.29187775,40.12471771,41.61063766,38.49700546,39.71793747,39.12869644,..,..
"Congo, Dem. Rep.",COD,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,..,..,..,1.18,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,..,..,..,0.44,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,..,..,..,4.82,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,30.7,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,71,60,70,71,71,73,70,70,71,71,73,70,65,65,..
"Congo, Dem. Rep.",COD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,44.8,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,34.1,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.38878489,4.83844233,5.16795397,3.7449646,4.97097206,4.02524328,4.45034695,3.6608541,3.98912001,4.12701797,4.58734369,4.15886974,4.15077114,..,..
Eritrea,ERI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,22.65766335,24.43300056,33.27035522,25.96233749,29.52669525,31.54170799,26.82466125,23.64590836,22.35861588,24.02440262,25.98394394,24.70353127,25.36040497,..,..
Eritrea,ERI,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,19.14518929,21.22438622,14.91714001,21.17957115,15.6886816,12.7732029,16.63834572,20.03576279,25.2525959,15.61161518,17.12012291,20.07405281,21.20282936,..,..
Eritrea,ERI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,46.11646652,48.45648193,36.43447495,52.51751709,48.74490356,52.27241135,42.10213852,58.14766693,44.81046295,48.88093185,44.77917099,46.85018921,49.50627136,..,..
Eritrea,ERI,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,34.73834229,30.31912994,48.64838791,26.30291176,35.56641006,34.95438385,41.25951385,21.8165741,29.93693924,35.50745392,38.10070801,33.07575989,29.29089737,..,..
Eritrea,ERI,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,46.11647034,48.45648575,36.43447495,52.51751709,48.74490738,52.27241135,42.10213852,58.14766312,44.81046677,48.88093185,44.77917099,46.85018539,49.50627518,..,..
Eritrea,ERI,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,95,95,94,94,94,94,95,95,95,95,95,95,95,95,..
Eritrea,ERI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.31,1.19,1.24,1.21,1.16,1.15,1.15,1.14,1.14,1.08,1.01,1,..,..,..
Ethiopia,ETH,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..,27,..,..,..,..,29.8,..,..,..,..,..,..,..
Ethiopia,ETH,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,10,..,23.1,15.5,..,27.7,..,..,49.8,..,..,..,..
Ethiopia,ETH,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,0.363,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.64983416,5.46637249,4.46897745,4.5395956,4.07506514,4.03365517,3.82316828,3.60033751,3.45336914,3.30371761,3.23382378,3.48096275,3.20824432,..,..
Ethiopia,ETH,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,15.36375141,16.40672684,14.83500671,20.28753662,19.53577042,21.90294838,23.53430557,24.67317772,24.51061249,23.84538269,26.22917175,28.69671059,26.47735214,..,..
Ethiopia,ETH,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,19.50622368,17.26854897,8.52936554,23.4961834,26.98538589,17.72078896,25.25154305,24.99847794,24.93995667,23.19889832,22.60126495,28.23314095,30.52074814,..,..
Ethiopia,ETH,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,46.90293503,48.28907013,53.94320297,48.55954742,49.74310303,58.84427261,56.48737717,54.76727676,39.70265579,40.65382385,43.24883652,37.31850815,41.17137909,..,..
Ethiopia,ETH,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,33.59083939,34.44238663,37.52743149,27.94426346,23.27151108,23.43493462,18.26107597,20.23424911,35.35738373,36.14728546,34.14990616,34.44835281,28.30786896,..,..
Ethiopia,ETH,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,41.53925705,42.29021072,46.53789139,42.16745377,42.40406799,38.47408676,36.74348068,35.43159103,34.40161896,35.49158096,37.9252243,33.07913589,36.99786377,..,..
Ethiopia,ETH,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,..,..,0.84,..,..,..,0.86,..,..,..,..,..,..,..,..
Ethiopia,ETH,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,..,..,0.42,..,..,..,1.01,..,..,..,..,..,..,..,..
Ethiopia,ETH,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,..,..,1.88,..,..,..,2.12,..,..,3.48,..,..,..,..,..
Ethiopia,ETH,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,..,..,53.4,..,..,..,..,38,..,..,..,..,..,..,..
Ethiopia,ETH,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,58,61,65,62,59,61,63,66,68,67,68,71,65,65,..
Ethiopia,ETH,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,6.3,..,..,..,0.3,0.33,..,..,..,..,..,..,..
"Gambia, The",GMB,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,68.8,..,..,68,..,..,..,..,53.2,..,70.3,..,..,..
"Gambia, The",GMB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,56.1,..,..,57.2,..,..,..,..,82.7,..,83.8,..,..,..
"Gambia, The",GMB,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.46430683,4.11944056,4.36967373,4.26872253,3.91374874,3.05234575,3.1761291,3.19523716,3.35449266,3.34384227,3.158566,3.72824287,3.18962693,..,..
"Gambia, The",GMB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,34.4699173,32.81699753,30.82727623,29.30704689,25.33724403,17.14346313,19.42744446,20.47114944,21.2003746,22.84936142,22.83255005,26.24802017,24.62883568,..,..
"Gambia, The",GMB,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,20.28476715,22.29020119,23.88619232,28.25725174,27.69123077,35.78516769,31.4310894,40.36533356,31.62859535,31.98107147,41.18076706,65.05052185,50.66082001,..,..
"Gambia, The",GMB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,22.4592514,23.61208725,24.36156464,24.51768875,26.2942543,36.22048569,33.61744308,32.90965652,31.68758965,29.53679466,31.71093178,27.2722187,31.98589134,..,..
"Gambia, The",GMB,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,57.25598145,54.09770966,51.75224304,47.22505951,46.01451492,27.99434471,34.95146942,26.72500992,36.683815,38.48213959,27.10829735,7.67725945,17.35328674,..,..
